datetime,holiday,workingday,temp,humidity,windspeed,rentals,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,weather_1,weather_2,weather_3,weather_4,season_1,season_2,season_3,season_4
2011-01-01 00:00:00,0,0,0.22448979591836735,0.81,0.0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 01:00:00,0,0,0.2040816326530612,0.8,0.0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 02:00:00,0,0,0.2040816326530612,0.8,0.0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 03:00:00,0,0,0.22448979591836735,0.75,0.0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 04:00:00,0,0,0.22448979591836735,0.75,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 05:00:00,0,0,0.22448979591836735,0.75,0.19364599092284415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-01 06:00:00,0,0,0.2040816326530612,0.8,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 07:00:00,0,0,0.18367346938775508,0.86,0.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 08:00:00,0,0,0.22448979591836735,0.75,0.0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 09:00:00,0,0,0.3061224489795918,0.76,0.0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 10:00:00,0,0,0.3673469387755102,0.76,0.5483034363518479,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 11:00:00,0,0,0.3469387755102041,0.81,0.6129241409120381,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 12:00:00,0,0,0.4081632653061224,0.77,0.6129241409120381,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-01 13:00:00,0,0,0.4489795918367347,0.72,0.6451264318132699,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-01 14:00:00,0,0,0.4489795918367347,0.72,0.6129241409120381,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-01 15:00:00,0,0,0.42857142857142855,0.77,0.6451264318132699,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-01 16:00:00,0,0,0.4081632653061224,0.82,0.6451264318132699,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-01 17:00:00,0,0,0.42857142857142855,0.82,0.6129241409120381,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-01 18:00:00,0,0,0.4081632653061224,0.88,0.5483034363518479,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2011-01-01 19:00:00,0,0,0.4081632653061224,0.88,0.5483034363518479,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2011-01-01 20:00:00,0,0,0.3877551020408163,0.87,0.5483034363518479,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2011-01-01 21:00:00,0,0,0.3877551020408163,0.87,0.4192781499891938,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2011-01-01 22:00:00,0,0,0.3877551020408163,0.94,0.483898854549384,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2011-01-01 23:00:00,0,0,0.4489795918367347,0.88,0.6451264318132699,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2011-01-02 00:00:00,0,0,0.4489795918367347,0.88,0.6451264318132699,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 01:00:00,0,0,0.42857142857142855,0.94,0.5483034363518479,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 02:00:00,0,0,0.4081632653061224,1.0,0.6129241409120381,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 03:00:00,0,0,0.4489795918367347,0.94,0.4192781499891938,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 04:00:00,0,0,0.4489795918367347,0.94,0.4192781499891938,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 06:00:00,0,0,0.4081632653061224,0.77,0.6451264318132699,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2011-01-02 07:00:00,0,0,0.3877551020408163,0.76,0.4192781499891938,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 08:00:00,0,0,0.3877551020408163,0.71,0.483898854549384,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2011-01-02 09:00:00,0,0,0.3673469387755102,0.76,0.483898854549384,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 10:00:00,0,0,0.3469387755102041,0.81,0.483898854549384,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 11:00:00,0,0,0.3469387755102041,0.71,0.5483034363518479,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 12:00:00,0,0,0.3469387755102041,0.66,0.6451264318132699,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 13:00:00,0,0,0.3469387755102041,0.66,0.2902528636265399,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 14:00:00,0,0,0.3469387755102041,0.76,0.4192781499891938,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2011-01-02 15:00:00,0,0,0.32653061224489793,0.81,0.35487356818673005,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2011-01-02 16:00:00,0,0,0.32653061224489793,0.71,0.35487356818673005,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2011-01-02 17:00:00,0,0,0.32653061224489793,0.57,0.4192781499891938,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-02 18:00:00,0,0,0.3469387755102041,0.46,0.7097471363734601,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2011-01-02 19:00:00,0,0,0.3061224489795918,0.42,0.967797709098768,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-02 20:00:00,0,0,0.28571428571428575,0.39,0.774151718175924,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2011-01-02 21:00:00,0,0,0.24489795918367346,0.44,0.7097471363734601,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2011-01-02 22:00:00,0,0,0.22448979591836735,0.44,0.6451264318132699,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2011-01-02 23:00:00,0,0,0.2040816326530612,0.47,0.35487356818673005,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2011-01-03 00:00:00,0,1,0.2040816326530612,0.44,0.774151718175924,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 01:00:00,0,1,0.18367346938775508,0.44,0.903177004538578,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 04:00:00,0,1,0.14285714285714285,0.47,0.8387724227361141,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 05:00:00,0,1,0.14285714285714285,0.47,0.6129241409120381,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 06:00:00,0,1,0.12244897959183673,0.5,0.8387724227361141,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 07:00:00,0,1,0.12244897959183673,0.5,0.4192781499891938,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 08:00:00,0,1,0.12244897959183673,0.5,0.6129241409120381,154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 09:00:00,0,1,0.14285714285714285,0.43,0.8387724227361141,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 10:00:00,0,1,0.16326530612244897,0.43,0.5483034363518479,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 11:00:00,0,1,0.18367346938775508,0.4,0.7097471363734601,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 12:00:00,0,1,0.2040816326530612,0.35,0.6451264318132699,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 13:00:00,0,1,0.22448979591836735,0.35,0.6129241409120381,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 14:00:00,0,1,0.24489795918367346,0.3,0.6129241409120381,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 15:00:00,0,1,0.24489795918367346,0.3,0.5483034363518479,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 16:00:00,0,1,0.24489795918367346,0.3,0.5483034363518479,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 17:00:00,0,1,0.22448979591836735,0.3,0.483898854549384,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 18:00:00,0,1,0.22448979591836735,0.32,0.22584828182407607,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 19:00:00,0,1,0.18367346938775508,0.47,0.0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 20:00:00,0,1,0.18367346938775508,0.47,0.22584828182407607,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2011-01-03 21:00:00,0,1,0.16326530612244897,0.64,0.2902528636265399,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2011-01-03 22:00:00,0,1,0.12244897959183673,0.69,0.2902528636265399,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2011-01-03 23:00:00,0,1,0.16326530612244897,0.55,0.22584828182407607,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2011-01-04 00:00:00,0,1,0.14285714285714285,0.55,0.22584828182407607,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 01:00:00,0,1,0.14285714285714285,0.59,0.22584828182407607,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 02:00:00,0,1,0.12244897959183673,0.63,0.2902528636265399,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 04:00:00,0,1,0.12244897959183673,0.63,0.19364599092284415,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-01-04 05:00:00,0,1,0.1020408163265306,0.68,0.22584828182407607,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
